player_id,band_lower_opt,band_upper_opt,mean_in_opt,mean_out_opt,diff_opt,ratio_opt,rel_loss_opt,diff_global,mean_in_global,mean_out_global,label
trout-mike,11.227446075271466,23.49367308361309,0.9554318181818182,0.5626476190476191,0.39278419913419915,0.5888935331024819,0.41110646689751806,0.43284448462929487,0.881987341772152,0.4491428571428571,トラウト（trout-mike）
ohtani,11.823545190565873,24.089772198907497,1.0238848920863308,0.6909814814814815,0.3329034106048493,0.6748624643474279,0.3251375356525721,0.3458922824302135,0.9626095238095238,0.6167172413793103,大谷（ohtani）
judge-aaron,1.2370338189259513,13.503260827267576,1.1592463768115941,0.8124484848484849,0.3467978919631093,0.7008419444734892,0.29915805552651076,0.2541816852737905,1.0811286549707602,0.8269469696969697,ジャッジ（judge-aaron）
schwarber-kyle,12.750989937503082,25.01721694584471,0.8664,0.6373647058823529,0.229035294117647,0.7356471674542394,0.26435283254576064,0.12596667873958722,0.790784860557769,0.6648181818181818,シュワーバー（schwarber-kyle）
soto-juan,17.07837172911542,29.344598737457048,0.934,0.6442869565217392,0.2897130434782609,0.689814728609999,0.3101852713900009,0.09249437856829168,0.741616600790514,0.6491222222222223,ソト（soto-juan）
betts-mookie,14.998258624804595,27.264485633146222,0.5250704225352112,0.4512218543046358,0.0738485682305754,0.859354926384902,0.140645073615098,0.02589152981849624,0.4788146067415731,0.4529230769230769,ベッツ（betts-mookie）
